uuid,name,price_to_book,peg,pe,country,sector,ebitda_margin,gross_margin,operating_margin,year_pct_change,net_debt,revenue,ebitda,growth_level,growth_trend,ebitda_level,ebitda_trend,capex,total_asset
06e3dc19-b941-41a6-9fb6-a456c8fed84a,Alibaba Group Holding Ltd,1.98108,0.45,20.564814,Hong Kong,Consumer Cyclical,0.09946,0.39811,-0.00348,0.07831812,-32712982528.0,1023670026240.0,101811003392.0,0.05862821515393635,-0.08621510329319351,0.06979255775904158,1.8614892996892591,,1853372750000.0
6dec18df-b47d-4ee2-a9b6-07e1c38fa110,Vodafone Group plc,6.0142713,0.59,,United Kingdom,Communication Services,0.28934,0.3147,0.079730004,0.52282155,36884000768.0,40461000704.0,11706999808.0,,,,,,99234750000.0
dc0caae9-fb83-463c-9bbd-8705a9688057,JPMorgan Chase & Company,2.3425171,1.58,14.402779,United States,Financial Services,0.0,0.0,0.43741,0.12432039,-261141037056.0,173559005184.0,,0.09349346894522181,-0.533610209642195,0.07858760459636982,-1.8691338281844343,,4609515500000.0
16c73542-2f79-409d-bbdf-22d74db22515,Procter & Gamble Company,6.1691437,3.97,20.817251,United States,Consumer Defensive,0.28878,0.50984,0.23047,-0.14080232,24720001024.0,86716997632.0,25041999872.0,0.024790868960807844,2.252281323222519,0.01342783444470208,-0.8542202455703327,4382000000.0,127123500000.0
9baebf47-ac2e-4ae5-bc46-96b0be4beae5,Taiwan Semiconductor Manufacturing,87.62954,1.26,33.987125,Taiwan,Technology,0.69593,0.61873,0.58105,1.089664,-2289226350592.0,4103904165888.0,2856031092736.0,0.32746577683701494,-8.004061013784558,0.29346842447489485,-96.25808021750632,983034594000.0,7356646636250.0
cda47f1b-66f7-4520-9d5a-60e4cbe4ff43,Chunghwa Telecom,10.76818,1.69,27.377357,Taiwan,Communication Services,0.35406,0.36668998,0.21841998,-0.011869431,-25929105408.0,240294428672.0,85078319104.0,0.027019577819096474,0.007322176249474553,0.026634845418372133,0.14298179731799948,27842000000.0,532622498000.0
eb32f3a3-39a4-4608-b3fe-9956b380849b,Roche Holding AG,7.6738157,1.45,20.22417,Switzerland,Healthcare,0.37951002,0.7449,0.2999,0.3206272,17711000576.0,63355998208.0,24043999232.0,0.02386546165646175,-1.1886579212988493,0.01959249488407444,-1.1733233219308892,,74317250000.0
eab701e7-febc-47a0-b357-2f6bb74d62f8,AT&T Inc,1.5554565,1.68,8.036184,United States,Communication Services,0.35101002,0.59414,0.22723,-0.1423983,147786995712.0,126527995904.0,44411998208.0,0.027072979335600378,0.9376518067336945,0.019276970569455987,0.8847185149596718,20842000000.0,411592250000.0
56afd1fd-c67d-4137-8e0f-2f796d669e83,Novartis AG,6.1695967,2.59,21.398851,Switzerland,Healthcare,0.40514,0.75554,0.30479,0.3375485,40105999360.0,56577998848.0,22922000384.0,0.09574262402845979,-1.0957589995772354,0.05390882136209185,-0.39054489982493307,3213000000.0,110291250000.0
874d4263-a08d-4047-a089-6307f91bd08a,Toyota Motor Corporation,15.979021,1.56,10.014431,Japan,Consumer Cyclical,0.12162,0.14926,0.04566,0.028922915,29337927548928.0,50684951003136.0,6164406861824.0,,,,,4607839000000.0,96747242500000.0
919e1b29-f0da-4e0f-8753-6e218fd85ec7,Sap SE,3.8953905,1.46,23.920547,Germany,Technology,0.31075,0.73719,0.30025998,-0.43268394,-2182999552.0,37341999104.0,11603999744.0,0.07677902621722854,0.05162067114221277,0.08527630688377907,0.9029437445145696,809000000.0,70154750000.0
25e254c4-5b7e-4d5b-8292-c58d75da95df,HSBC Holdings plc,7.0731797,1.03,14.89752,United Kingdom,Financial Services,0.0,0.0,0.54863,0.48114634,-389367988224.0,63773999104.0,,0.04444582196875779,-0.6119938935600352,-2.668251982573598,2.0793611970527572,,3246909750000.0
e28479b0-474f-4854-be36-75295769ad37,Lilly(Eli) & Company,28.29825,1.35,35.113365,United States,Healthcare,0.50125,0.82832,0.49386,0.33082592,38088000512.0,72248999936.0,36215001088.0,0.44703949559309986,1.8396439430049887,,,10112000000.0,111227500000.0
09f87926-ab14-4d39-ae8d-6032c04680be,Sanofi,1.2479123,3.66,18.767242,France,Healthcare,0.27087,0.72357005,0.20002002,-0.18343532,14477000192.0,47353999360.0,12826999808.0,0.06015462945502548,1.3083556530986589,0.08198797808316449,2.30137692875879,,127395500000.0
99f18817-0d69-497e-9f40-7d0e28998a31,Prudential plc,7.769947,5.19,10.055375,Hong Kong,Financial Services,0.44874,0.41388,0.45484,0.31456816,2183999744.0,14426999808.0,6473999872.0,0.2681971899920127,-1.3625916749422677,,,,148297500000.0
02a31e1e-0c4b-4a72-8757-a63cf6173f08,Home Depot Inc,23.306126,2.72,21.083685,United States,Consumer Cyclical,0.15187,0.33316,0.100760005,-0.21579945,64519998208.0,164683005952.0,25010999296.0,0.032404679213109855,-2.0774384710986773,0.03956258428507842,-2.1202813681859682,3679000000.0,102643750000.0
f10e82cf-429b-43c1-a0e8-bf8a873b72d0,Nike Inc - Class B,4.471638,1.44,28.006578,United States,Consumer Cyclical,0.08306,0.40919998,0.06942,-0.32538658,3121000448.0,46522998784.0,3864000000.0,0.000887390185464465,-0.990803196014412,,,646000000.0,37191000000.0
ca2820b4-1834-461f-9685-037f67080d21,Thermo Fisher Scientific Inc,3.113641,1.44,24.299065,United States,Healthcare,0.24993,0.40932,0.17892,0.058996916,39905001984.0,45197000704.0,11296000000.0,0.03913337531192429,-2.349822486749567,0.011569012436678905,-1.5253775977714905,1539000000.0,106968500000.0
78e955d5-9a88-44ff-b9cd-571c99283f17,Tesla Inc,18.72357,5.81,372.71817,United States,Consumer Cyclical,0.11334,0.19065,0.04203,0.23429501,-28853000192.0,97878999040.0,11093999616.0,0.009475783534663496,-0.160169070756869,-0.003052241820085233,-1.105391586636778,9528000000.0,135958000000.0
4eb9e865-feb0-452c-b687-0be83eb35da6,Salesforce Inc,2.8192642,0.94,22.980793,United States,Technology,0.30218,0.77676004,0.19239001,-0.39675975,8145999872.0,41524998144.0,12547999744.0,0.09579100145137875,-0.1431556412257837,,,594000000.0,100908000000.0
69868c74-7226-4b20-8a36-d192e6e793b6,Chevron Corp,2.110951,0.84,34.226875,United States,Energy,0.20408002,0.42421,0.07312,0.37988305,40100998656.0,185740001280.0,37906001920.0,-0.017769268661794846,-1.1917198394150788,-0.0248679536398676,-0.7751159900566559,17483000000.0,307721000000.0
a3d8c0de-d7a4-44a7-bdcd-4ee2db0427f6,Coca-Cola Company,10.388946,4.14,25.53459,United States,Consumer Defensive,0.33916,0.61744,0.35055,0.12359238,30826997760.0,49284001792.0,16714999808.0,0.028565808453905772,0.8871048448361746,0.02162117966487742,-0.5945874512458645,2069000000.0,104852750000.0
568af401-3611-4fdd-af33-158b11dfb5ed,Walt Disney Co (The),1.7012395,2.72,16.6256,United States,Communication Services,0.20275,0.3716,0.15512,-0.08823007,41676001280.0,97263001600.0,19719999488.0,0.03062159814737797,-0.5507980270489902,0.030163968224047433,-0.4377739740028996,8571000000.0,198012000000.0
e51bfd9e-bc5d-4b18-9e5d-785c25871f3b,Pfizer Inc,1.6654613,13.77,19.335878,United States,Healthcare,0.40212002,0.74801004,0.31617,0.10130429,51650000896.0,63315001344.0,25460000768.0,0.05359095880422893,-1.130272344658174,0.022988782397940388,-0.9605809211254973,2501000000.0,207651000000.0
3a4f119b-efdc-4104-b50c-a663a827563d,Johnson & Johnson,6.7858305,2.95,26.495369,United States,Healthcare,0.35621,0.68035007,0.27408,0.48672044,32936001536.0,96361996288.0,34325000192.0,0.06048119251078021,0.533145736323921,0.04710332545477258,-0.06847230956213192,5457000000.0,196577250000.0
6e22483c-b2e4-42fc-b0a9-74469d0de007,AMGEN Inc,19.050388,2.16,22.589834,United States,Healthcare,0.45453998,0.71443003,0.33800998,0.18292546,45285000192.0,37219999744.0,16917999616.0,0.09953925323121116,-0.1885540616936169,0.15802197790693928,0.8620145046357344,2159000000.0,90282000000.0
fa0d5747-ad1f-488a-ac19-f2ba533986a3,Medtronic Plc,2.0257277,1.33,21.597765,Ireland,Healthcare,0.26604,0.65159,0.20007,-0.12441069,19688000000.0,35484000256.0,9440000000.0,0.03641079834758387,-7.035780609075921,0.035158078605239784,-3.461684560729086,1875000000.0,91370750000.0
4ce35c49-da52-4407-b16d-5f7d2b6b5983,Philip Morris International Inc,-29.828661,2.65,26.933895,United States,Consumer Defensive,0.44812,0.67280996,0.36044,0.094935656,46512000000.0,41493000192.0,18594000896.0,0.07687496446238695,-0.1542813974672501,0.056535024975946535,0.2715891845502792,1518000000.0,68416250000.0
be3e5b4c-4ca6-4295-adef-3f959fa0dcdc,Comcast Corp - Class A,1.0101706,142.98,4.8882356,United States,Communication Services,0.28235,0.70129997,0.13145,-0.25454515,85143996416.0,125277003776.0,35371999232.0,0.01775902345934921,42.991076733856595,0.013904186379306016,1.3109968629037623,14524000000.0,269869500000.0
8bda9c9b-bf87-4031-a348-98d9a92401f7,Bank Of America Corp,1.3110386,0.89,12.578163,United States,Financial Services,0.0,0.0,0.35956,0.11168194,-51383959552.0,109590003712.0,,0.06840424727932293,-0.1294445202354204,0.33336790573448344,-2.8831794825903905,,3438195500000.0
c5e8a281-b1c0-46bb-a64b-686e23de6952,Visa Inc - Class A,16.603773,1.7,29.000872,United States,Financial Services,0.70056,0.97778,0.67346,-0.11456919,10062999552.0,43027001344.0,30143000576.0,0.11339976618604908,0.49507516382602934,0.10616288503654059,-0.08874202836629688,1571000000.0,97878500000.0
b2f0f87d-9c14-4888-a782-eb179b3f9c1c,Abbott Laboratories,2.941216,1.25,24.624651,United States,Healthcare,0.2602,0.56503,0.13472,-0.3768351,26841000448.0,45134000128.0,11744000000.0,0.05668653158522052,-1.9584721921355432,0.048420506056543355,-1.6674070690067397,2086000000.0,91330500000.0
a8bb7bd9-330d-4d62-afbb-e818b2c8699d,Adobe Inc,9.078125,0.7,14.897436,United States,Technology,0.38915002,0.89396006,0.38762,-0.4114291,-228999680.0,24452999168.0,9516000256.0,0.10799113813179462,0.16890936060946077,0.0982139263279963,-0.03080843388263519,190000000.0,29015250000.0
e002aca7-cdbf-49c8-9f7e-42c64c5ab985,Citigroup Inc,1.0907552,0.69,15.149753,United States,Financial Services,0.0,0.0,0.34078,0.62117434,-230995001344.0,78734000128.0,,0.04467703982792459,0.16134470448234464,-2.242654933138696,1.6173409809105115,6520000000.0,2623490750000.0
57ab1c45-4fd6-42e7-b1e5-eb26485e3304,Intel Corp,4.726883,1.36,,United States,Technology,0.26364002,0.372,0.06879,4.087465,12241997824.0,53762998272.0,14174000128.0,-0.004670345191239322,-1.5132350894698083,0.004097000132841422,-1.0020735694406837,13099000000.0,203448750000.0
b556328b-dfe1-4945-b105-40397097eb1a,Oracle Corp,15.996057,1.22,33.442654,United States,Technology,0.42826,0.67084,0.32676,0.20865703,123032997888.0,64076001280.0,27441000448.0,0.08379751137629587,0.22316050378995295,0.06847559946533388,-0.6517550296283793,48250000000.0,199758500000.0
9ed14cc8-6515-487e-adb4-33ab050e82a6,Bristol-Myers Squibb Company,5.8312984,180.67,16.053223,United States,Healthcare,0.39136,0.71981,0.33040002,0.20711565,35943000064.0,48482000896.0,18973999104.0,0.02571199000089286,-2.029349303079976,-0.03265973717656928,2.7514610786136506,1398000000.0,92019750000.0
973cd146-4448-44d6-b7c3-6441498730eb,Verizon Communications Inc,1.8877673,0.87,11.404878,United States,Communication Services,0.36725,0.58909,0.25186002,0.04649067,192520006144.0,139146002432.0,51101999104.0,0.02524705463394361,-2.3640566495496866,0.012915109319144136,-1.9246702357034886,17478000000.0,398439000000.0
d27fc683-fbbf-4395-ad3f-c53d372e37a5,Merck & Co Inc,6.0594316,5.18,31.707043,United States,Healthcare,0.4488,0.76725996,0.38604,0.44218564,43414999552.0,65768001536.0,29517000704.0,0.048747504668684494,2.4734354798961684,0.05179214648347075,2.1674936100857325,3775000000.0,128155000000.0
3d115112-6a74-4c5e-937b-b504443a1600,NVIDIA Corp,34.35105,0.72,45.464214,United States,Technology,0.61698,0.71068,0.65024,0.6620196,-51144000512.0,215938007040.0,133230002176.0,0.7321451272533117,-0.47976812937374325,0.8894914508922439,-0.45515849109128265,6042000000.0,158486250000.0
3a302c1b-2aa6-4415-9626-347df8c864ff,China Mobile Ltd ADR,,,,,,,,,,,,,,,,,,
ec29c132-7ec0-4f0b-b219-246d983c8d94,PepsiCo Inc,9.536179,1.61,23.400314,United States,Consumer Defensive,0.19587,0.54383,0.16961999,0.13149703,41900000256.0,95448997888.0,18695999488.0,0.022546650118666633,0.4466601313840355,0.01485790112363461,-0.615549169353151,4259000000.0,107487000000.0
f56c554a-e5ea-4aa0-bbc5-91ba44f14d82,Wells Fargo & Company,1.39809,1.3,11.494591,United States,Financial Services,0.0,0.0,0.29447,-0.034709454,8023998464.0,81135001600.0,,0.01704821619519792,-0.4182645645512684,-0.03184846011334641,-1.4655779934336743,,2099644500000.0
30b301af-9d91-444f-82c8-b6fac09b6948,Exxon Mobil Corp,2.585671,1.46,27.018518,United States,Energy,0.1718,0.29768,0.06355,0.48323476,39225998848.0,326008012800.0,56007000064.0,0.013594385369453565,-1.1616708538858038,-0.00697773912840699,-0.7855143335936094,28930000000.0,453831750000.0
4944a6b4-cdda-4167-8b8b-337ebe478789,McDonald`s Corp,-156.06078,2.53,23.286892,United States,Consumer Cyclical,0.54175,0.57348996,0.44252998,-0.13958848,53725001600.0,27445999616.0,14869000192.0,0.037229938271605034,-0.05413355607320178,0.02036003753936788,-0.6964702638116296,3496000000.0,59928750000.0
92d96bcd-6d79-4ea3-af95-a8f313e8f51b,Boeing Company,29.062046,23.89,86.85433,United States,Industrials,-0.035350002,0.048249997,0.01715,0.07425094,29436000256.0,92184002560.0,-3259000064.0,0.13956709068526885,-0.16893574321791627,0.10043344063133819,1.0731053038206342,3552000000.0,159541250000.0
c135ff25-5922-4992-87c8-d8b841455e8c,Unitedhealth Group Inc,3.7654274,1.36,29.474754,United States,Healthcare,0.04773,0.18801,0.080469996,0.24679482,46688004096.0,449713012736.0,21464000512.0,0.07711061239646733,-0.8662318848856626,0.09701338751367428,-0.17727859862009787,3487000000.0,311516750000.0
eb6551c0-e25d-4edf-b52f-d6ec3f5fc0b8,Cisco Systems Inc,9.8369875,1.69,39.626667,United States,Technology,0.27945998,0.64276004,0.25035998,0.84934294,14663000064.0,60745998336.0,16976000000.0,0.05298961024478199,-0.08027090327227693,-0.0024531474764539207,-0.520092095421446,1084000000.0,121636500000.0
25d07549-3610-46f5-bd19-2ec3dd216b4c,Alphabet Inc - Class A,10.045553,1.56,30.323912,United States,Communication Services,0.38181,0.60368,0.36121,1.3824906,-30963998720.0,422498009088.0,161315995648.0,0.1509008108154437,1.5095691885734837,0.15181699625290423,1.0436051945858993,109924000000.0,584430500000.0
d3e8590a-7c72-44ae-ba9a-e5d11af3a3b6,Astrazeneca plc,6.0189157,1.51,27.657143,United Kingdom,Healthcare,0.33081,0.81504995,0.28166,0.30276942,26354000896.0,60438999040.0,19993999360.0,0.12511039152193115,2.8005280646501207,0.12932031978550373,3.9201292778231536,6474000000.0,113741750000.0
ac5723b9-f5d4-4bf3-8761-c6aa95b33941,NextEra Energy Inc,3.3624108,2.06,22.598984,United States,Utilities,0.50811,0.61401004,0.30175,0.26401305,102405001344.0,27865999360.0,14158999552.0,0.07267488394429322,-0.78723458117678,-0.016460546672798615,-0.7687903564959679,9967000000.0,209332250000.0
23860951-550f-4ab5-a7da-3b89967a2320,Costco Wholesale Corp,28.876816,5.33,56.066143,United States,Consumer Defensive,0.047020003,0.12926,0.036730003,0.0141249895,-897999872.0,286265016320.0,13459999744.0,0.08167323631476142,0.3641542177475522,0.0661172506201998,0.20621719470592775,5912000000.0,79752500000.0
71f84efb-b56b-490f-89d0-d4b8f4cb789d,Netflix Inc,12.1329,1.27,28.919355,United States,Communication Services,0.30472,0.49029,0.32303002,-0.2697459,4453750784.0,46889992192.0,14288497664.0,0.15851068919677536,1.4285585537613483,0.13438744216168186,1.6972745018241386,756073000.0,56161851500.0
3b8ec1d9-5d55-49cc-9c43-e9256734b361,Mastercard Incorporated - Class A,66.762146,1.58,29.236418,United States,Financial Services,0.62987,1.0,0.60836,-0.15724492,10740999168.0,33938999296.0,21376999424.0,0.15834482758620694,0.23072839253215094,0.14548056044133684,0.3536553157884788,1193000000.0,52831500000.0
f0678455-3379-4a29-b9d2-ec0e6277c85f,Walmart Inc,10.666346,4.9,48.842487,United States,Consumer Defensive,0.061739996,0.24927,0.04567,0.33968616,57698998272.0,713163014144.0,44027998208.0,0.05070009643201545,-0.2158563714038713,0.04992839224997081,-0.19581610876518468,26642000000.0,276633000000.0
8191585e-0a98-4ae2-a75e-c22ef9e0e6be,Amazon.com Inc,6.4453797,1.83,31.719757,United States,Consumer Cyclical,0.20984,0.50604,0.1314,0.28123784,92451012608.0,742775980032.0,155860992000.0,0.12377754683294695,0.40387513278380144,0.1217500859751357,0.10939325126963044,151003000000.0,786190750000.0
683f2476-db69-47ee-a9c6-20dec2a85d84,PayPal Holdings Inc,2.015942,0.81,8.327392,United States,Financial Services,0.19482,0.40929002,0.17969999,-0.38592368,2327999488.0,33734000640.0,6572000256.0,0.0680528030633838,-0.11895359019588829,0.051203753847059774,-0.44198439561372166,887000000.0,80074250000.0
80048052-b28d-48a2-af50-baac7b786d1f,Apple Inc,41.02479,2.61,36.05811,United States,Technology,0.35437,0.47862,0.32275,0.43802083,16203997184.0,451442016256.0,159975997440.0,0.06425511782832749,-6.925876203663933,,,11048000000.0,360278750000.0
3b12be0b-e023-420d-a6bf-26172ecb3ff6,ASML Holding NV,1289.7666,2.24,48.529663,Netherlands,Technology,0.37707,0.52603,0.36020002,1.0047388,-5670700032.0,33692700672.0,12704400384.0,0.13245495059097068,-0.5607709118349191,0.09401453363794543,-0.47183802393986307,2196400000.0,47143325000.0
844622df-04cc-45a4-8e8d-326887999e51,Abbvie Inc,-55.590656,0.58,102.65196,United States,Healthcare,0.47621,0.72026,0.32156,0.13289535,63521003520.0,62819000320.0,29915000832.0,0.061391196910101864,-2.331196015900575,0.0455051871526202,-2.3337194138978488,1214000000.0,135301250000.0
99ade7a2-024a-42ab-a682-ac5f7a7b5ba5,Novo Nordisk,6.2090564,3.28,10.297673,Denmark,Healthcare,0.53043,0.83195996,0.61574,-0.33243805,124755996672.0,327799996416.0,173876002816.0,0.2399375056027251,-0.23232318935352442,0.10041094974298348,-0.7895241537285288,87566000000.0,524141000000.0
f4160bf2-df40-4ae2-985d-0ea91c8dca12,Royal Bank Of Canada,2.7892382,2.29,17.400188,Canada,Financial Services,0.0,0.0,0.46194,0.4425043,-306146967552.0,63424000000.0,,,,,,2159000000.0,2284356250000.0
6bfc034d-b460-4f2c-8294-6c59c2dd6c56,BP plc,8.421344,0.05,36.84677,United Kingdom,Energy,0.17812,0.2891,0.15461001,0.50850344,38415003648.0,193004994560.0,34377998336.0,0.0007928746993683955,-1.880725875456342,-0.045266641012741526,-1.0326503914482332,13112000000.0,286366250000.0
329d2652-9eda-4351-98e4-6cce33392e46,GSK Plc,4.1635165,0.5,13.088542,United Kingdom,Healthcare,0.34877998,0.72867996,0.36283,0.30848265,15668999424.0,32779999232.0,11432999936.0,0.034555526246373036,-0.5608820704409598,0.03691490814204346,-0.2595254928312004,2980000000.0,61146000000.0
3d394918-bbb1-46c8-84a0-4ccbd3416267,HDFC Bank Ltd,10.318221,1.01,17.468084,India,Financial Services,0.0,0.0,0.40539002,-0.33721876,2765584859136.0,2833153523712.0,,0.42097326947559155,0.06102151832458825,0.16196226704806638,66.83325305068144,,45183369900000.0
9139305b-87d0-459b-a16f-6b76776b4b49,General Electric Company,16.058733,6.78,35.526707,United States,Industrials,0.22845,0.31149,0.20207001,0.19652343,10740000768.0,48312999936.0,11036999680.0,0.1848224897938091,0.16120983772330416,0.14215983781844554,-0.16134484318134654,1396000000.0,128028250000.0
fedaa096-ef01-4c39-a2cd-7c8187f9b8f8,Anheuser-Busch InBev SA/NV,10.882693,1.92,22.526316,Belgium,Consumer Defensive,0.32348,0.56172,0.26685,0.17873275,61389998080.0,60958998528.0,19719000064.0,0.006534186594812974,3.3599463463479524,0.006582259634684007,-1.037611134036088,,159138000000.0
2d89f201-8402-4536-b927-9860ba001da4,Toronto Dominion Bank,2.0394967,1.01,12.028856,Canada,Financial Services,0.0,0.0,0.35887,0.6626506,-125766008832.0,65979998208.0,,0.09184069559816788,-0.14722136597901597,,,2179000000.0,2073325000000.0
336a56c6-64a1-49ab-ad67-575141480463,British American Tobacco Plc,11.752549,1.67,14.057203,United Kingdom,Consumer Defensive,0.45911998,0.82651,0.34576,0.49357498,31227001088.0,25610000384.0,11758000128.0,-0.03091794490324462,-0.2613855782536881,-0.2469014491306878,-1.0525855778804185,,84603750000.0
25480b75-9586-47bf-a7fa-c7189448a765,Diageo plc,72.31029,0.8,19.34873,United Kingdom,Consumer Defensive,0.31231,0.60003,0.31291,-0.28492647,22081000960.0,19804000256.0,6184999936.0,-0.007548981883283068,-1.6228837519971555,0.0009051753359337611,1.3737855904204739,,36635000000.0
b501f6d6-673f-49ac-82db-3e22bb296fb6,ROYAL DUTCH SHELL ADR EA REP 2 CL'B' EUR0.07,,,,,,,,,,,,,,,,,,
a14f276c-9e04-4575-9a3a-d80f63216cfd,Deutsche Telekom AG,2.1912165,1.18,15.745284,Germany,Communication Services,0.34412998,0.44491002,0.21365999,-0.1472621,140081996800.0,121945997312.0,41964998656.0,0.028077247178809994,-1.1787607975083019,0.029132944399287153,-1.4689571386616196,18705000000.0,287996250000.0
9cd453dc-8cd4-46e9-bc30-f43945bc0a43,Sony Corporation.,,,,,,,,,,,,,,,,,,
28dc24f4-571d-453f-8110-fdc40dd910ac,Enbridge Inc,2.9057143,5.73,26.218603,Canada,Energy,0.24702999,0.38861,0.14734,0.23075211,107965997440.0,69048999936.0,17057000448.0,0.21919473379088505,-2.149818032094566,0.21788614147023622,-2.1662431379352043,9897000000.0,218810250000.0
402eefb2-b3aa-4875-8e69-d419d27d0fd7,TJX Companies Inc,16.324423,3.25,30.852158,United States,Consumer Cyclical,0.13955,0.30963,0.13267,0.091831446,7259000320.0,60372000768.0,8424999936.0,0.07118523775727459,-0.16965521311673448,0.056961721877838656,-0.15760530060397976,1957000000.0,33924500000.0
0b313c50-5e8f-4574-95e2-b934b6f0be48,Unilever NV,,,,,,,,,,,,,,,,,,
2a24ec9c-72d2-4016-befe-a018120edef6,U.S. Bancorp.,1.4239285,1.81,11.205451,United States,Financial Services,0.0,0.0,0.37837002,0.18597901,29706002432.0,26646999040.0,,0.0440826778854948,-0.6973274940182411,-0.02210286324601074,-1.7180571483974811,,693767500000.0
fe868a6d-b711-495d-a2ab-0b036a3de4c8,S&P Global Inc,3.9634805,1.42,26.418354,United States,Financial Services,0.50051,0.7047,0.44282,-0.23104066,12090000256.0,15729999872.0,7872999936.0,0.10431559438707971,-0.1137137835547585,0.10473294039575076,-0.363163272491374,179000000.0,60534000000.0
19404603-b162-452d-b488-27b7b4fb6451,Anthem Inc,,,,,,,,,,,,,,,,,,
244eca43-4240-46cd-9608-87dd595c42ce,3M Company,24.381393,1.54,29.38921,United States,Industrials,0.24936001,0.39714,0.23316999,-0.051381886,7308999680.0,25024000000.0,6240000000.0,0.012764528048370805,-1.2153016236450216,-0.006340038174161622,-1.334212324777981,899000000.0,37192250000.0
ee739ebf-e636-4a43-b98d-9a8924e34264,Estee Lauder Cos. Inc - Class A,7.249253,1.42,,United States,Consumer Defensive,0.15843001,0.74651,0.14925,0.2284621,6173999616.0,14833000448.0,2350000128.0,-0.018981772470144542,-1.4430250468327208,-0.04963512769358047,-0.24524039630629546,513000000.0,19629750000.0
7afafcd5-7fbb-4e63-9159-3b599c774ae4,Chubb Ltd,1.7391921,2.85,11.684824,Switzerland,Financial Services,0.23757,0.30998,0.20641,0.10038018,17640999424.0,60987998208.0,14488999936.0,0.10658798924409929,-0.3222351385460505,0.09547404442714691,-0.5715332283701013,,269889000000.0
007b0611-7531-43c9-9684-3563307194b8,Automatic Data Processing Inc,14.064728,2.5,20.796642,United States,Technology,0.29351,0.48497,0.30184,-0.33589298,1169600000.0,21600399360.0,6339899904.0,0.06954799207635509,-0.24207435255080892,0.06299712893137943,-0.18594924555837777,611800000.0,64203425000.0
648dd543-0efb-4875-98c9-9bb7fadbaace,Southern Company,2.8457334,2.63,23.966751,United States,Utilities,0.46310002,0.48002997,0.25819,0.034309387,75023999168.0,30175000576.0,13973999616.0,0.08000000000000007,-1.5817983109786393,0.07608544073850809,-1.861972997025647,13244000000.0,153713000000.0
50d36d8a-f75f-4231-a0c2-3ce46d51bb9b,Union Pacific Corp,8.838383,3.3,22.644445,United States,Industrials,0.50955003,0.56526,0.40357,0.17891073,30470000448.0,24700000256.0,12586000384.0,0.010721649484536133,-2.037274504588255,0.017407937299049103,-1.7513387457247152,3822000000.0,69141250000.0
b2ea9f2b-0d93-4af2-993a-a69cf580f0e0,Booking Holdings Inc,-13.864104,0.67,20.457785,United States,Consumer Cyclical,0.37483,0.86987,0.25035998,-0.28351617,3151998976.0,27687000064.0,10378000384.0,0.1338725304351489,-0.35359117379055943,0.11071770920203006,-0.43988205562039107,308000000.0,29105000000.0
dff16ccb-b30a-4a22-8a37-381dd6d60675,Caterpillar Inc,21.326305,2.11,43.0254,United States,Industrials,0.20573999,0.28601998,0.18180001,1.5195282,39749999360.0,70755000320.0,14556999680.0,0.004664160962426445,-0.6660372566782352,0.005487130299819176,-0.6435126504263021,4286000000.0,91901500000.0
387d8d5a-11a1-4b1e-9ece-f51fa2582747,Broadcom Inc,24.945745,0.93,81.8502,United States,Technology,0.54506,0.76725996,0.44943002,0.8436023,51882998784.0,68281999360.0,37218000896.0,0.2946500402252614,2.739780307950825,0.36022224949714354,3.72594992234588,773000000.0,167811500000.0
f23f429d-eb2c-4cd0-9061-15e8a3b5e3dd,CME Group Inc - Class A,4.1471734,5.24,26.034128,United States,Financial Services,0.71067,1.0,0.69806,0.07526803,1226800128.0,6743600128.0,4792500224.0,0.09880083887504698,0.2990057482213021,0.07065367470069683,-0.37017720540574706,91100000.0,191867325000.0
3cbc12e2-f2be-4b7f-91b9-1d1e27015f80,Becton Dickinson & Company,1.625297,1.11,24.886366,United States,Healthcare,0.27701,0.47090998,0.14743,0.030747414,16463000576.0,22226999296.0,6157000192.0,0.04160644228783816,-0.38902285594464353,0.05712048265782477,2.262930659318053,763000000.0,54883750000.0
4bbf0077-e54d-418a-af77-830746a1d5cf,T-Mobile US Inc,3.5646172,0.73,20.26036,United States,Communication Services,0.3743,0.63281,0.2401,-0.2416786,118614003712.0,90529996800.0,33884999680.0,0.0848771498771499,-9.352926416038036,0.0570307023841643,-4.710365586292289,2649000000.0,215931750000.0
017a22ff-f9e6-4860-813b-65658fa3f51b,Cigna Group (The),1.7971591,0.85,11.905731,United States,Healthcare,0.04818,0.09149,0.054780003,-0.11395824,23048000512.0,277892005888.0,13390000128.0,0.12477085242896435,-0.41024458909780864,0.186475084927611,0.5012082054492759,1152000000.0,155188750000.0
65f304a5-2316-4600-9c2c-bfef7b038f6d,Fiserv Inc,1.15261,,9.60339,,,,,,,,,,0.03602854908095421,-1.2626275825584945,0.037430201234745275,-0.5611526912562191,1886000000.0,80395500000.0
86888a3b-19f2-4335-96b6-030504760f65,Intuit Inc,5.8710628,1.01,26.23032,United States,Technology,0.30351,0.80896,0.18383,-0.41418475,3912999936.0,20120999936.0,6106999808.0,0.1563401903592263,0.3454982338150418,0.13992365107024818,0.3273287038183823,144000000.0,35256000000.0
